run_at,text_variant,dataset_size,batch_size,change_ratio,run_index,full_reload_time_sec,incremental_time_sec,incremental_hashing_sec,incremental_load_sec,peak_memory_mb,incremental_to_full_ratio,speedup_vs_full,recommended_strategy,break_even_change_ratio
2026-06-10T14:05:01.181820+00:00,short,50000,5000,0.45,1,2.166232500003389,2.3507291999994777,0.18856349999259692,0.3769873999954143,31.605344772338867,1.0851693897103845,0.921515119650477,full_reload,0.3
2026-06-10T14:05:05.734660+00:00,short,50000,5000,0.5,1,2.166232500003389,2.371747699999105,0.19522259999939706,0.3861797999998089,31.562246322631836,1.0948721801539745,0.913348624731124,full_reload,0.3
2026-06-10T14:05:10.352455+00:00,short,50000,5000,0.55,1,2.166232500003389,2.474053500001901,0.19375830000717542,0.4754517000001215,32.09982109069824,1.1420997053631272,0.8755802976781725,full_reload,0.3
2026-06-10T14:05:14.923182+00:00,short,50000,5000,0.6,1,2.166232500003389,2.43623529999968,0.185558500001207,0.4692656000042916,32.34838676452637,1.1246416531909058,0.8891721173253146,full_reload,0.3
2026-06-10T14:05:19.697073+00:00,short,50000,5000,0.7,1,2.166232500003389,2.56294010000056,0.18218819999674452,0.5612940000028175,32.84457206726074,1.1831325123210692,0.8452138620028286,full_reload,0.3
2026-06-10T14:05:24.522097+00:00,short,50000,5000,0.75,1,2.166232500003389,2.6194399999985762,0.18204910001077224,0.625059500001953,33.09286308288574,1.2092146156954429,0.8269830574491366,full_reload,0.3
2026-06-10T14:05:29.342441+00:00,short,50000,5000,0.8,1,2.166232500003389,2.6370795000002545,0.1919356000071275,0.6231754000000365,33.051321029663086,1.2173575551082947,0.8214513441870751,full_reload,0.3
2026-06-10T14:05:34.282465+00:00,short,50000,5000,0.9,1,2.166232500003389,2.768541199999163,0.19849709999471088,0.7327839999961725,32.96173095703125,1.278044346576294,0.78244546261549,full_reload,0.3
2026-06-10T14:05:39.243399+00:00,short,50000,5000,1.0,1,2.166232500003389,2.811196699996799,0.18999650000114343,0.7846862000078545,33.13685703277588,1.2977354462147537,0.7705730801426508,full_reload,0.3
2026-06-10T14:05:45.474651+00:00,short,50000,5000,0.0,2,2.223486699997011,1.9209492999980284,0.19170730000769254,0.00025880000612232834,27.090932846069336,0.863935592689001,1.1574936933521842,incremental_load,
2026-06-10T14:05:49.537927+00:00,short,50000,5000,0.01,2,2.223486699997011,1.9064311000001908,0.1894966999971075,0.00853609999830951,27.236051559448242,0.8574061180589718,1.166308449330683,incremental_load,
2026-06-10T14:05:53.695976+00:00,short,50000,5000,0.05,2,2.223486699997011,2.0171349000011105,0.1885136000055354,0.06546240000534453,27.456716537475586,0.9071944977245973,1.1022994545361278,incremental_load,
2026-06-10T14:05:57.887386+00:00,short,50000,5000,0.1,2,2.223486699997011,1.9652833999971335,0.17973970000093686,0.08052330000282382,28.368844985961914,0.8838745920988759,1.1313822220246983,incremental_load,
2026-06-10T14:06:02.374282+00:00,short,50000,5000,0.2,2,2.223486699997011,2.239472900000692,0.1967555999981414,0.25340710000455147,28.86363410949707,1.0071896989551152,0.9928616238206428,full_reload,0.2
2026-06-10T14:06:07.021071+00:00,short,50000,5000,0.3,2,2.223486699997011,2.32092399999965,0.18392800000219722,0.403720099999191,29.07063865661621,1.0438218497114329,0.9580178842552993,full_reload,0.2
2026-06-10T14:06:11.720387+00:00,short,50000,5000,0.4,2,2.223486699997011,2.4170897000003606,0.19425390000469633,0.44728630000463454,31.355833053588867,1.0870718048385943,0.9199024347324302,full_reload,0.2
2026-06-10T14:06:16.549120+00:00,short,50000,5000,0.45,2,2.223486699997011,2.451054100001784,0.17474139999831095,0.5287842000034289,31.604440689086914,1.1023470929711785,0.9071552928984279,full_reload,0.2
2026-06-10T14:06:21.359492+00:00,short,50000,5000,0.5,2,2.223486699997011,2.5320791000012832,0.1866472000037902,0.5566979999930481,31.852903366088867,1.1387876077714731,0.8781268721012246,full_reload,0.2
2026-06-10T14:06:26.502810+00:00,short,50000,5000,0.55,2,2.223486699997011,2.6397404999988794,0.19446979999702307,0.6493834999964747,32.10125541687012,1.1872076860196321,0.8423126061057724,full_reload,0.2
2026-06-10T14:06:31.567772+00:00,short,50000,5000,0.6,2,2.223486699997011,2.712523100002727,0.19494390000545536,0.6793977000088489,32.34634208679199,1.2199412301437977,0.8197116183065042,full_reload,0.2
2026-06-10T14:06:36.680309+00:00,short,50000,5000,0.7,2,2.223486699997011,2.7630473999997776,0.1956555999968259,0.75995189999594,32.84390068054199,1.2426642354116586,0.8047226044682367,full_reload,0.2
2026-06-10T14:06:42.054755+00:00,short,50000,5000,0.75,2,2.223486699997011,2.9008074999983364,0.1753333999986353,0.8750656000047456,33.09207725524902,1.3046210260678583,0.7665061194161578,full_reload,0.2
2026-06-10T14:06:47.349783+00:00,short,50000,5000,0.8,2,2.223486699997011,2.9376090000005206,0.19322969999484485,0.9302916000015102,33.34033012390137,1.3211722831553119,0.7569035565987906,full_reload,0.2
2026-06-10T14:06:52.217754+00:00,short,50000,5000,0.9,2,2.223486699997011,2.725701700001082,0.18303200000082143,0.7090325000026496,32.985005378723145,1.2258682275926123,0.8157483630714719,full_reload,0.2
2026-06-10T14:06:57.226514+00:00,short,50000,5000,1.0,2,2.223486699997011,2.847742300000391,0.19656479999684962,0.7991076000034809,33.13777256011963,1.2807552660441905,0.7807892940301184,full_reload,0.2
2026-06-10T14:07:16.246172+00:00,medium,50000,5000,0.0,0,6.548468000000867,5.872278599999845,0.22164899999188492,0.0003575000009732321,37.8188362121582,0.89674082548759,1.1151494072507118,incremental_load,
2026-06-10T14:07:28.842515+00:00,medium,50000,5000,0.01,0,6.548468000000867,5.9628541999991285,0.23222290000194334,0.011505499995109858,37.95207118988037,0.9105723964747693,1.0982103167979227,incremental_load,
2026-06-10T14:07:41.568649+00:00,medium,50000,5000,0.05,0,6.548468000000867,6.042482900000323,0.22395789999791305,0.0894925000029616,38.47171401977539,0.9227322940265605,1.0837379448770168,incremental_load,
