run_at,text_variant,dataset_size,batch_size,change_ratio,run_index,full_reload_time_sec,incremental_time_sec,incremental_hashing_sec,incremental_load_sec,peak_memory_mb,incremental_to_full_ratio,speedup_vs_full,recommended_strategy,break_even_change_ratio
2026-06-10T14:45:07.446683+00:00,long,50000,5000,0.05,2,22.28705070000069,20.795754200000374,0.3151662000018405,0.1561502999975346,73.35601902008057,0.9330868619596997,1.0717115852427361,incremental_load,
2026-06-10T14:45:50.675693+00:00,long,50000,5000,0.1,2,22.28705070000069,20.891314099997544,0.32003029999759747,0.28402009999990696,73.94049739837646,0.9373745490692896,1.0668094210504122,incremental_load,
2026-06-10T14:46:34.168449+00:00,long,50000,5000,0.2,2,22.28705070000069,21.22580349999771,0.30037889999584877,0.5765823999936401,74.47538089752197,0.952382788809156,1.0499979753418096,incremental_load,
2026-06-10T14:47:18.099285+00:00,long,50000,5000,0.3,2,22.28705070000069,21.631968199999392,0.3194770999980392,1.0146327999973437,74.97021579742432,0.970607035052813,1.030283074288234,incremental_load,
2026-06-10T14:48:02.369508+00:00,long,50000,5000,0.4,2,22.28705070000069,21.752633700001752,0.3074931999981345,1.112474800003838,76.67641544342041,0.9760211879448489,1.0245679216305148,incremental_load,
2026-06-10T14:48:46.880973+00:00,long,50000,5000,0.45,2,22.28705070000069,21.950474600002053,0.3019687999985763,1.2868210999949952,77.2110824584961,0.9848981319004839,1.015333431560455,incremental_load,
2026-06-10T14:49:31.422123+00:00,long,50000,5000,0.5,2,22.28705070000069,22.10410849999971,0.32292759999472764,1.3751016999995045,77.46060752868652,0.9917915473669662,1.0082763889799484,incremental_load,
2026-06-10T14:50:16.522525+00:00,long,50000,5000,0.55,2,22.28705070000069,22.487320100000943,0.31892129999323515,1.7677442999956838,77.70889854431152,1.008985908575164,0.9910941188585543,full_reload,0.55
2026-06-10T14:51:01.380781+00:00,long,50000,5000,0.6,2,22.28705070000069,22.303309899998567,0.322329799997533,1.6524218999984441,77.95602989196777,1.00072953573879,0.999270996095612,full_reload,0.55
2026-06-10T14:51:46.510416+00:00,long,50000,5000,0.7,2,22.28705070000069,22.672146100001555,0.3213460999977542,1.9737168999963615,78.16354179382324,1.017278885626659,0.9830146031036366,full_reload,0.55
2026-06-10T14:52:31.637944+00:00,long,50000,5000,0.75,2,22.28705070000069,22.861839400000463,0.323269699998491,2.1108618000143906,78.49038314819336,1.0257902540689134,0.9748581603630826,full_reload,0.55
2026-06-10T14:53:17.031633+00:00,long,50000,5000,0.8,2,22.28705070000069,23.058810299997276,0.325438200001372,2.2751404999980878,78.94693946838379,1.0346281619037445,0.9665308144715221,full_reload,0.55
2026-06-10T14:54:02.716610+00:00,long,50000,5000,0.9,2,22.28705070000069,23.322805699997843,0.3185059000024921,2.5624712000062573,78.59400177001953,1.0464733990126887,0.9555904631149396,full_reload,0.55
2026-06-10T14:54:48.564208+00:00,long,50000,5000,1.0,2,22.28705070000069,23.54252649999762,0.30885110000235727,2.80963449999399,78.7485818862915,1.0563320744811198,0.9466720022595256,full_reload,0.55
2026-06-10T14:57:00.710329+00:00,xlarge,50000,5000,0.0,0,44.68441200000234,42.333915199997136,0.40459110000301735,0.00032580001061432995,119.53802585601807,0.9473978352897409,1.055522783302721,incremental_load,
2026-06-10T14:58:28.740348+00:00,xlarge,50000,5000,0.01,0,44.68441200000234,42.45253100000264,0.4115637000031711,0.07269990000713733,119.68479251861572,0.9500523583033925,1.0525735674040158,incremental_load,
2026-06-10T14:59:56.478140+00:00,xlarge,50000,5000,0.05,0,44.68441200000234,42.74078059999738,0.4177573999950255,0.24764860000141198,120.18492698669434,0.956503144765453,1.0454748690295348,incremental_load,
2026-06-10T15:01:24.100396+00:00,xlarge,50000,5000,0.1,0,44.68441200000234,42.85496710000007,0.4171773999987636,0.47306949999256176,120.8161096572876,0.9590585437265645,1.0426892148985518,incremental_load,
2026-06-10T15:02:51.929097+00:00,xlarge,50000,5000,0.2,0,44.68441200000234,43.13483439999982,0.4110034999939671,0.6892698000046948,121.02252292633057,0.965321741281894,1.0359240419386548,incremental_load,
2026-06-10T15:04:21.269513+00:00,xlarge,50000,5000,0.3,0,44.68441200000234,43.91367330000139,0.4048313000057533,1.397223000003578,121.80694770812988,0.9827515085126127,1.0175512236185653,incremental_load,
2026-06-10T15:05:49.804726+00:00,xlarge,50000,5000,0.4,0,44.68441200000234,43.74127520000184,0.4141636999993352,1.3132575999916298,123.8046350479126,0.9788933823275899,1.0215617124943916,incremental_load,
2026-06-10T15:07:19.285236+00:00,xlarge,50000,5000,0.45,0,44.68441200000234,44.51895660000082,0.41375490000427817,2.02012459999969,124.05244827270508,0.9962972456703355,1.0037165156741683,incremental_load,
2026-06-10T15:08:49.047691+00:00,xlarge,50000,5000,0.5,0,44.68441200000234,44.39897799999744,0.4206462999973155,1.835197899996274,124.01138401031494,0.9936122243254565,1.0064288416729978,incremental_load,
2026-06-10T15:10:19.248801+00:00,xlarge,50000,5000,0.55,0,44.68441200000234,45.194447000001674,0.41972200000600424,2.439517500002694,124.54693984985352,1.0114141593717134,0.9887146533732493,full_reload,0.55
2026-06-10T15:11:49.129182+00:00,xlarge,50000,5000,0.6,0,44.68441200000234,44.794696799999656,0.41323560000091675,2.1975900000034017,124.7953987121582,1.0024680821579863,0.9975379942744178,full_reload,0.55
2026-06-10T15:13:19.775000+00:00,xlarge,50000,5000,0.7,0,44.68441200000234,45.44800309999846,0.40413769999940996,2.929371300000639,125.28807067871094,1.0170885341401847,0.9831985775411077,full_reload,0.55
2026-06-10T15:14:50.766363+00:00,xlarge,50000,5000,0.75,0,44.68441200000234,45.508695700002136,0.4115516999991087,2.8943010000002687,125.53541469573975,1.0184467840821034,0.9818873363140628,full_reload,0.55
2026-06-10T15:16:21.967991+00:00,xlarge,50000,5000,0.8,0,44.68441200000234,46.26837429999796,0.4156683000001067,3.7314006999986304,125.49381160736084,1.0354477597242533,0.9657657671366316,full_reload,0.55
2026-06-10T15:17:53.241147+00:00,xlarge,50000,5000,0.9,0,44.68441200000234,46.201553399998375,0.4269733000000997,3.647997200001555,125.40559387207031,1.033952363522115,0.9671625456646207,full_reload,0.55
2026-06-10T15:19:25.243324+00:00,xlarge,50000,5000,1.0,0,44.68441200000234,46.89691160000075,0.41262929999720654,4.176351099991734,125.58473777770996,1.049513902073911,0.9528220617410897,full_reload,0.55
2026-06-10T15:21:38.198929+00:00,xlarge,50000,5000,0.0,1,45.37123380000048,42.61747729999843,0.41474139999991166,0.00031599999783793464,119.53842258453369,0.9393061138222336,1.0646156618003797,incremental_load,
2026-06-10T15:23:06.335294+00:00,xlarge,50000,5000,0.01,1,45.37123380000048,42.486147299998265,0.41481840000051307,0.07095649999610032,119.6826114654541,0.9364115484996534,1.0679065220866082,incremental_load,
2026-06-10T15:24:34.552695+00:00,xlarge,50000,5000,0.05,1,45.37123380000048,42.890929099998175,0.41269950000423705,0.3192906000003859,119.9036979675293,0.9453331000224579,1.0578281877321798,incremental_load,
2026-06-10T15:26:03.195717+00:00,xlarge,50000,5000,0.1,1,45.37123380000048,42.88658190000206,0.4055528000026243,0.48667439999917406,120.8116979598999,0.9452372860092159,1.0579354145264328,incremental_load,
2026-06-10T15:27:31.810120+00:00,xlarge,50000,5000,0.2,1,45.37123380000048,43.367248200000176,0.42075780000232044,0.9442183000028308,121.31288528442383,0.9558313620292097,1.046209655516033,incremental_load,
2026-06-10T15:29:01.193859+00:00,xlarge,50000,5000,0.3,1,45.37123380000048,44.146949400001176,0.41167569999743137,1.3727917000032903,121.51730442047119,0.9730162859269811,1.0277320271646964,incremental_load,
2026-06-10T15:30:30.779126+00:00,xlarge,50000,5000,0.4,1,45.37123380000048,44.29871560000174,0.41898679999940214,1.85477400000309,123.80251502990723,0.97636127320834,1.0242110450714443,incremental_load,
2026-06-10T15:32:00.840725+00:00,xlarge,50000,5000,0.45,1,45.37123380000048,44.487890100001096,0.41773420000754413,1.8794804999961343,124.0521936416626,0.9805307542683713,1.0198558236413051,incremental_load,
2026-06-10T15:33:30.933281+00:00,xlarge,50000,5000,0.5,1,45.37123380000048,44.694047500001034,0.41125069999543484,2.284872499996709,124.30039310455322,0.985074545184631,1.0151515993264972,incremental_load,
2026-06-10T15:35:02.351578+00:00,xlarge,50000,5000,0.55,1,45.37123380000048,45.18073580000055,0.4331603999962681,2.5878932000050554,124.54817581176758,0.9958013484746819,1.0042163545286913,incremental_load,
2026-06-10T15:36:33.005570+00:00,xlarge,50000,5000,0.6,1,45.37123380000048,45.19349249999868,0.4248337000099127,2.6609580000003916,124.79500198364258,0.9960825112055517,1.0039328958699487,incremental_load,
2026-06-10T15:38:03.945824+00:00,xlarge,50000,5000,0.7,1,45.37123380000048,45.61732900000061,0.42170520000581746,2.95240110001032,125.28825283050537,1.005424035878877,0.9946052255711831,full_reload,0.7
2026-06-10T15:39:36.050443+00:00,xlarge,50000,5000,0.75,1,45.37123380000048,46.15086130000054,0.4101110000083281,3.2484489999988,125.53468227386475,1.0171832995205004,0.9831069783306503,full_reload,0.7
2026-06-10T15:41:07.753456+00:00,xlarge,50000,5000,0.8,1,45.37123380000048,46.25476780000099,0.4182740999967791,3.5197144000012486,125.78288173675537,1.01947344001918,0.9808985312860983,full_reload,0.7
2026-06-10T15:42:40.567605+00:00,xlarge,50000,5000,0.9,1,45.37123380000048,46.97532189999765,0.41559149999011424,4.326656900007947,125.42907810211182,1.0353547383584079,0.9658525362867764,full_reload,0.7
2026-06-10T15:44:13.106123+00:00,xlarge,50000,5000,1.0,1,45.37123380000048,47.03955119999955,0.4185746000002837,4.444459999998799,125.58559226989746,1.036770377621934,0.9645337305004074,full_reload,0.7
2026-06-10T15:46:27.174038+00:00,xlarge,50000,5000,0.0,2,45.73648510000203,42.3186581000009,0.39931320000323467,0.00032359999386244453,119.53797245025635,0.925271323484345,1.0807640684618272,incremental_load,
2026-06-10T15:47:55.150167+00:00,xlarge,50000,5000,0.01,2,45.73648510000203,42.553250100001605,0.4058937000008882,0.07491030000164756,119.61108493804932,0.9304005326810677,1.074805919466074,incremental_load,
2026-06-10T15:49:23.404676+00:00,xlarge,50000,5000,0.05,2,45.73648510000203,42.975439599998936,0.39876730000105454,0.259332199999335,120.1931619644165,0.9396314453555817,1.0642470565909734,incremental_load,
2026-06-10T15:50:51.929879+00:00,xlarge,50000,5000,0.1,2,45.73648510000203,42.94787639999777,0.4120261999996728,0.4891001000032702,120.52664279937744,0.9390287930105031,1.0649300718394636,incremental_load,
2026-06-10T15:52:21.424757+00:00,xlarge,50000,5000,0.2,2,45.73648510000203,43.596110899998166,0.41114229999584495,1.1002970000008645,121.30647945404053,0.9532020400053924,1.0490955306750527,incremental_load,
2026-06-10T15:53:50.915718+00:00,xlarge,50000,5000,0.3,2,45.73648510000203,43.964380400000664,0.4132074999943143,1.4293107999947097,121.80774784088135,0.9612540251808444,1.0403077373973713,incremental_load,
2026-06-10T15:55:20.777403+00:00,xlarge,50000,5000,0.4,2,45.73648510000203,44.29901729999983,0.40949079998972593,1.81371489999583,123.80497074127197,0.9685706543286132,1.0324492028856405,incremental_load,
2026-06-10T15:56:51.778902+00:00,xlarge,50000,5000,0.45,2,45.73648510000203,44.91007389999868,0.420418099995004,2.299177900000359,123.76184177398682,0.9819310295009244,1.0184014660462042,incremental_load,
2026-06-10T15:58:21.977123+00:00,xlarge,50000,5000,0.5,2,45.73648510000203,44.721123800001806,0.41945329999362,2.194403199988301,124.2997522354126,0.9777997522594892,1.0227042885715716,incremental_load,
2026-06-10T15:59:52.561982+00:00,xlarge,50000,5000,0.55,2,45.73648510000203,45.09788789999948,0.4091311000047426,2.5450528000073973,124.54753494262695,0.9860374666175972,1.0141602462939856,incremental_load,
2026-06-10T16:01:23.833752+00:00,xlarge,50000,5000,0.6,2,45.73648510000203,45.79178039999897,0.4162523000013607,3.0903192999976454,124.79570388793945,1.001208997584227,0.9987924623259037,full_reload,0.6
2026-06-10T16:02:55.327467+00:00,xlarge,50000,5000,0.7,2,45.73648510000203,45.8179925000004,0.4195464999975229,3.1330626999988453,124.9986343383789,1.0017821089622465,0.9982210613003533,full_reload,0.6
2026-06-10T16:04:27.076679+00:00,xlarge,50000,5000,0.75,2,45.73648510000203,46.07954930000051,0.41850600000543636,3.378614999997808,125.24593257904053,1.0075008868575794,0.9925549575633875,full_reload,0.6
2026-06-10T16:05:58.927863+00:00,xlarge,50000,5000,0.8,2,45.73648510000203,46.20939989999897,0.41679200001090067,3.5948597000024165,125.78391933441162,1.0103399900312173,0.9897658311724374,full_reload,0.6
2026-06-10T16:07:31.193618+00:00,xlarge,50000,5000,0.9,2,45.73648510000203,46.59529399999883,0.41754459999356186,4.056684700008191,125.42820072174072,1.0187773262007134,0.9815687631459773,full_reload,0.6
2026-06-10T16:09:04.768328+00:00,xlarge,50000,5000,1.0,2,45.73648510000203,47.764595100001316,0.4233079999903566,4.892637299992202,125.58598899841309,1.0443433725955298,0.9575394704853422,full_reload,0.6
